farmer_code,farmer_gender,farmer_age,farmer_experience,farmer_house_ownership_status,farmer_job_status,farmer_dependents,farmer_marital_status,farmer_other_job_status,farmer_other_job_type,farmer_financial_loan_history,farmer_financial_loan_performance,farmer_financial_monthly_income,farmer_insurance_status,farmer_savings_status,farmer_field_irrigation,farmer_field_range_to_water,farmer_planting_phase,farmer_planting_season,farming_frequency_in_year,farmer_seeds_certificate,farmer_seeds_type,farmer_seeds_variety,farmer_field_tiles,farmer_field_owned_area,farmer_field_proposed_area,proposed_field_size_ratio,farmer_field_ph,historical_harvest,farmer_last_year_harvest,farmer_last_year_expense,farmer_farming_failure_history,farmer_planting_rotation,farmer_partnership_eratani_history,farmer_credit_score,farmer_total_loan,farmer_repayment_status,farmer_count
PTN-9925,Male,53,14,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"3,500,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,60,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,14,2,2,100,6,"5,700",,"19,250,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"27,682,774",Outstanding,1
PTN-9772,Male,49,13,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"3,600,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,60,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,7,1,1,100,6,"5,600",,"9,500,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,65,"13,841,387",Outstanding,1
PTN-9829,Female,48,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"7,500,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,6,2,2,100,6,"6,000",,"21,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,70,"22,737,002",Lunas,1
PTN-10088,Male,35,11,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"6,150,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,25,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,15,2,2,100,6,"6,000",,"21,100,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,72,"26,737,002",Lunas,1
PTN-10087,Male,48,12,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"5,750,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,15,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,10,1.7,1.5,88.24,6,"6,000",,"14,750,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,69,"20,329,023",Outstanding,1
PTN-10084,Male,56,13,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"4,350,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,30,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,10,1,1,100,6,"6,000",,"10,100,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,66,"13,368,501",Lunas,1
PTN-9824,Male,35,7,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Belum Menikah,"Ada, Wiraswasta",,Tidak Ada,,"5,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,6,1,1,100,6,"5,000",,"10,500,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,67,"11,368,501",Outstanding,1
PTN-9992,Male,54,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"6,100,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,20,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,14,2,1,50,6,"6,000",,"10,150,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,72,"13,368,501",Lunas,1
PTN-9762,Female,60,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"4,750,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,80,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,8,0.8,1,125,6,"5,200",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,65,"10,482,201",Lunas,1
PTN-9761,Female,32,7,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"4,750,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,8,1,1,100,5,"5,200",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,60,"10,482,201",Outstanding,1
PTN-9763,Male,37,6,Milik pihak ketiga,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"4,750,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,5,0.6,0.5,83.33,6,"5,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,59,"5,578,109",Outstanding,1
PTN-9764,Female,49,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,5,Menikah,Tidak Ada,,Tidak Ada,,"5,100,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,85,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,14,1.8,2,111.11,5,"5,200",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,59,"16,060,310",Outstanding,1
PTN-9765,Male,46,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"4,800,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,80,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,10,1.5,1.5,100,5,"5,100",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"16,060,310",Outstanding,1
PTN-9766,Male,31,7,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,,Belum Menikah,Tidak Ada,,Tidak Ada,,"5,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,90,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,8,1,1,100,5,"5,200",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"10,482,201",Outstanding,1
PTN-9767,Male,40,13,Milik sendiri,Hanya buruh tani bayaran atau bujang atau tidak termasuk di atas,2,Menikah,Tidak Ada,,Tidak Ada,,"4,350,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,5,0.5,0.5,100,6,"5,200",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,66,"5,578,109",Outstanding,1
PTN-9768,Female,49,24,Milik sendiri,Pemilik Lahan sekaligus penggarap lahan,3,Menikah,Tidak Ada,,Tidak Ada,,"4,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,4,0.5,0.5,100,5,"5,200",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,59,"5,578,109",Outstanding,1
PTN-9769,Male,55,30,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"4,750,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,6,0.9,1,111.11,6,"5,200",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,58,"5,578,109",Outstanding,1
PTN-10055,Male,48,16,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"5,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,65,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,15,2,2,100,6,"6,000",,"20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,62,"26,843,212",Lunas,1
PTN-9755,Female,45,7,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"4,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,6,0.8,1,125,6,"6,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,56,"13,421,606",Lunas,1
PTN-9754,Male,46,14,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"5,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,57,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,17,2,2,100,6,"6,500",,"20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,70,"26,843,212",Lunas,1
PTN-9752,Male,52,14,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Paruh Waktu",PNS,Ada,Lancar atau Lunas,"9,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,13,1,1,100,6,"7,000",,"11,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,60,"13,421,606",Lunas,1
PTN-9770,Male,56,27,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"4,750,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,17,2,2,100,6,"5,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,61,"20,964,401",Outstanding,1
PTN-9749,Male,49,15,Milik pihak ketiga,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"4,000,000",Tidak memiliki asuransi apapun,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim kemarau,3,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,3,1,0.5,50,6,"3,000",,"5,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,62,"5,519,106",Lunas,1
PTN-9771,Female,54,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"5,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,50,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,16,2,2,100,6,"5,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,61,"20,964,401",Outstanding,1
PTN-9736,Female,44,18,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"4,000,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,200,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,15,0.92,1,108.7,5,"4,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,66,"5,908,541",Lunas,1
PTN-9733,Male,38,10,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,"Ada, Purna Waktu",Karyawan Swasta,Tidak Ada,,"5,300,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,4,0.46,0.5,108.7,5,"3,000",,"5,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,63,"5,908,541",Lunas,1
PTN-9738,Female,55,30,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"4,000,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,300,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,6,0.5,0.5,100,5,"3,000",,"5,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,65,"5,908,541",Lunas,1
PTN-9731,Male,55,30,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"4,500,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,6,1,1,100,5,"4,000",,"10,000,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,57,"10,909,243",Lunas,1
PTN-9730,Male,42,12,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"4,200,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,14,1,1,100,5,"4,000",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,65,"10,909,243",Outstanding,1
PTN-9709,Male,46,18,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"5,300,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,80,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,4,1,1,100,6,"6,100",,"10,200,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 1x kerjasama dengan kondisi lancar,58,"4,197,808",Lunas,2
PTN-9710,Male,57,31,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"7,200,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Logawa Premium,7,1,1,100,6,"6,200",,"11,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 1x kerjasama dengan kondisi lancar,64,"8,395,616",Lunas,2
PTN-9710,Male,57,31,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Purna Waktu",Lainnya,Ada,Lancar atau Lunas,"7,200,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Logawa Premium,7,1,1,100,6,"6,200",,"11,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 1x kerjasama dengan kondisi lancar,64,"8,408,260",Lunas,2
PTN-10079,Male,45,13,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"3,700,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,150,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,4,1,1,100,6,"5,800",,"11,900,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,66,"13,564,483",Lunas,1
PTN-9706,Male,41,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Purna Waktu",Lainnya,Tidak Ada,,"5,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,190,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Logawa Premium,4,0.5,0.5,100,6,"6,000",,"5,100,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 1x kerjasama dengan kondisi lancar,64,"4,197,808",Lunas,2
PTN-9707,Male,41,17,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Purna Waktu",Lainnya,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Logawa Premium,7,1,1,100,6,"6,000",,"11,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 1x kerjasama dengan kondisi lancar,67,"8,395,616",Lunas,2
PTN-9707,Male,41,17,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Purna Waktu",Lainnya,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim peralihan,3,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Logawa Premium,7,1,1,100,6,"6,000",,"11,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 1x kerjasama dengan kondisi lancar,67,"8,408,260",Lunas,2
PTN-9718,Male,54,13,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,5,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"4,500,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Tadah hujan,60,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,6,0.8,1,125,6,"5,800",,"10,500,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,56,"14,090,474",Lunas,1
PTN-9717,Male,45,9,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Cerai Hidup,"Ada, Wiraswasta",,Tidak Ada,,"4,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Tadah hujan,60,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,5,1,1,100,6,"5,700",,"10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,57,"14,090,474",Lunas,1
PTN-9716,Male,46,10,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"4,200,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Tadah hujan,60,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,15,1,1,100,6,"5,800",,"10,500,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,59,"14,090,474",Lunas,1
PTN-9714,Female,50,8,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Cerai Hidup,"Ada, Wiraswasta",,Tidak Ada,,"3,750,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Tadah hujan,60,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Ciherang,8,0.8,1,125,6,"56,000",,"10,300,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,57,"14,090,474",Lunas,1
PTN-9694,Male,50,27,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Cerai Hidup,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"4,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,150,Masih Persiapan,Musim kemarau,3,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Logawa Premium,4,0.5,0.5,100,5,"2,900",,"4,300,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,53,"4,197,808",Lunas,1
PTN-9695,Male,50,26,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"3,800,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,3,Tidak bersertifikat,Padi Unggul/Inbrida,Logawa Premium,10,0.5,0.5,100,6,"6,000",,"5,100,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,58,"4,197,808",Lunas,3
PTN-9695,Male,50,26,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"3,800,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,3,Tidak bersertifikat,Padi Unggul/Inbrida,Logawa Premium,10,0.5,0.5,100,6,"6,000",,"5,100,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,58,"8,408,260",Lunas,3
PTN-9696,Male,49,25,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"3,800,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,200,Masih Persiapan,Musim kemarau,3,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,4,0.5,0.5,100,6,"3,500",,"4,500,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,62,"4,197,808",Lunas,1
PTN-9697,Male,60,31,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Cerai Hidup,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"3,800,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,200,Masih Persiapan,Musim penghujan awal,3,Tidak bersertifikat,Padi Unggul/Inbrida,Logawa Premium,9,0.5,0.5,100,5,"6,000",,"4,800,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,59,"4,197,808",Lunas,3
PTN-9697,Male,60,31,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Cerai Hidup,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"3,800,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,200,Masih Persiapan,Musim penghujan awal,3,Tidak bersertifikat,Padi Unggul/Inbrida,Logawa Premium,9,0.5,0.5,100,5,"6,000",,"4,800,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,59,"8,408,260",Lunas,3
PTN-9698,Male,50,24,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Belum Menikah,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"3,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,250,Masih Persiapan,Musim kemarau,3,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,4,0.5,0.5,100,5,"3,500",,"4,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,59,"4,197,808",Lunas,1
PTN-9699,Female,60,30,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"3,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,3,Tidak bersertifikat,Padi Unggul/Inbrida,Logawa Premium,6,0.5,0.5,100,6,"6,000",,"5,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,60,"8,395,616",Lunas,3
