farmer_code,farmer_gender,farmer_age,farmer_experience,farmer_house_ownership_status,farmer_job_status,farmer_dependents,farmer_marital_status,farmer_other_job_status,farmer_other_job_type,farmer_financial_loan_history,farmer_financial_loan_performance,farmer_financial_monthly_income,farmer_insurance_status,farmer_savings_status,farmer_field_irrigation,farmer_field_range_to_water,farmer_planting_phase,farmer_planting_season,farming_frequency_in_year,farmer_seeds_certificate,farmer_seeds_type,farmer_seeds_variety,farmer_field_tiles,farmer_field_owned_area,farmer_field_proposed_area,proposed_field_size_ratio,farmer_field_ph,historical_harvest,farmer_last_year_harvest,farmer_last_year_expense,farmer_farming_failure_history,farmer_planting_rotation,farmer_partnership_eratani_history,farmer_credit_score,farmer_total_loan,farmer_repayment_status,farmer_count
PTN-6395,Male,50,11,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"9,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,200,Masih Persiapan,Musim kemarau,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 32,9,2,2,100,5,"5,000","30,000","10,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,69,"22,731,661",Lunas,3
PTN-6395,Male,50,11,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"9,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,200,Masih Persiapan,Musim kemarau,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 32,9,2,2,100,5,"5,000","30,000","10,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,69,"21,899,840",Outstanding,3
PTN-6393,Male,58,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"9,000,000",Tidak memiliki asuransi apapun,"Arisan, menabung di rumah",Irigasi Teknis,250,Masih Persiapan,Musim peralihan,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 32,7,1,1,100,6,"4,999","18,000","12,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,68,"11,365,831",Lunas,4
PTN-6393,Male,58,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"9,000,000",Tidak memiliki asuransi apapun,"Arisan, menabung di rumah",Irigasi Teknis,250,Masih Persiapan,Musim peralihan,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 32,7,1,1,100,6,"4,999","18,000","12,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,68,"10,949,920",Lunas,4
PTN-6393,Male,58,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"9,000,000",Tidak memiliki asuransi apapun,"Arisan, menabung di rumah",Irigasi Teknis,250,Masih Persiapan,Musim peralihan,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 32,7,1,1,100,6,"4,999","18,000","12,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,68,"10,738,549",Lunas,4
PTN-6393,Male,58,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"9,000,000",Tidak memiliki asuransi apapun,"Arisan, menabung di rumah",Irigasi Teknis,250,Masih Persiapan,Musim peralihan,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 32,7,1,1,100,6,"4,999","18,000","12,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,68,"10,722,112",Lunas,4
PTN-6394,Male,53,17,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Cerai Hidup,Tidak Ada,,Tidak Ada,,"9,000,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,3,Tidak bersertifikat,Padi Unggul/Inbrida,Logawa Premium,9,3,2,66.67,6,"5,000","30,000","12,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,73,"22,731,661",Outstanding,2
PTN-6396,Male,53,12,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"9,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,300,Masih Persiapan,Musim peralihan,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 32,7,1,1,100,5,"5,000","18,000","10,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,69,"11,365,831",Lunas,4
PTN-6396,Male,53,12,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"9,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,300,Masih Persiapan,Musim peralihan,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 32,7,1,1,100,5,"5,000","18,000","10,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,69,"10,949,920",Lunas,4
PTN-6396,Male,53,12,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"9,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,300,Masih Persiapan,Musim peralihan,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 32,7,1,1,100,5,"5,000","18,000","10,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,69,"10,722,112",Lunas,4
PTN-6396,Male,53,12,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"9,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,300,Masih Persiapan,Musim peralihan,3,Tidak bersertifikat,Padi Unggul/Inbrida,Inpari 32,7,1,1,100,5,"5,000","18,000","10,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Sudah pernah 2x kerjasama atau lebih dengan kondisi lancar,69,"10,738,549",Lunas,4
PTN-6361,Female,50,27,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"13,500,000",Tidak memiliki asuransi apapun,"Arisan, menabung di rumah",Irigasi Teknis,400,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,12,0.5,0.5,100,5,"6,000","6,000","18,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,67,"6,598,080",Lunas,1
PTN-6438,Male,45,6,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"4,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Tadah hujan,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi lokal,Muncul,4,0.5,0.5,100,6,"7,000","7,000","7,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,65,"5,507,680",Lunas,1
PTN-6360,Female,35,12,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"15,750,000",Memiliki asuransi pribadi,"Arisan, menabung di rumah",Irigasi Teknis,400,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,28,1.5,1,66.67,5,"6,000","18,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,73,"12,289,040",Outstanding,1
PTN-6379,Male,42,10,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,20,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,28,2,2,100,5,"5,000","20,000","20,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,68,"20,970,888",Outstanding,1
PTN-6358,Male,34,10,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,40,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,32,2,2,100,5,"5,000","20,000","22,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,68,"20,970,888",Outstanding,1
PTN-6355,Male,46,13,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,40,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,36,2,2,100,5,"5,000","20,000","22,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,68,"20,970,888",Outstanding,1
PTN-6354,Female,46,18,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,50,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,32,2,2,100,5,"5,000","20,000","22,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,69,"20,970,888",Outstanding,1
PTN-6506,Male,27,10,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"8,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,20,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,43,2,2,100,5,"5,000","20,000","20,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,71,"20,970,888",Outstanding,1
PTN-6352,Male,54,21,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,40,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,30,2,2,100,5,"5,000","20,000","22,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,68,"20,970,888",Outstanding,1
PTN-6353,Male,56,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,50,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,39,2,2,100,5,"5,000","20,000","12,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,68,"20,970,888",Outstanding,1
PTN-6351,Female,46,11,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Cerai Hidup,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,40,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,31,2,2,100,5,"5,000","20,000","22,000,000",Tidak Ada,Tanpa rotasi tanaman atau terus menerus ditanami padi,Belum pernah,68,"20,970,888",Outstanding,1
PTN-6348,Male,61,30,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"5,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,200,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,12,1,1,100,5,"6,000","12,000","20,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,72,"13,685,992",Lunas,1
PTN-6345,Female,59,27,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi hybrida,Intani 1,8,1,1,100,5,"6,000","12,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,70,"12,128,960",Outstanding,1
PTN-6339,Male,47,27,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,7,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,50,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,9,1,1,100,5,"6,000","12,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,68,"12,128,960",Outstanding,1
PTN-6336,Male,57,27,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,7,1,1,100,5,"6,000","12,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,69,"12,128,960",Outstanding,1
PTN-6337,Male,54,27,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"6,000,000",Tidak memiliki asuransi apapun,Tidak memiliki tabungan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,9,1,1,100,5,"6,000","12,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,69,"12,128,960",Outstanding,1
PTN-6335,Male,48,23,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"24,375,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,300,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,12,2.5,1,40,5,"3,000","15,000","16,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,75,"12,289,040",Outstanding,1
PTN-6334,Male,58,30,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,5,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"17,375,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,200,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,22,1.5,1,66.67,5,"3,000","9,000","16,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,70,"12,289,040",Outstanding,1
PTN-6332,Female,53,30,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"6,000,000",Memiliki asuransi pribadi,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,28,2,2,100,5,"6,000","36,000","44,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,71,"24,578,080",Lunas,2
PTN-6332,Female,53,30,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"6,000,000",Memiliki asuransi pribadi,"Arisan, menabung di rumah",Irigasi Teknis,50,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,28,2,2,100,5,"6,000","36,000","44,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Sudah pernah 1x kerjasama dengan kondisi lancar,71,"22,845,432",Outstanding,2
PTN-6331,Male,53,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Wiraswasta",,Ada,Lancar atau Lunas,"7,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,7,2,1,50,6,"6,000","24,000","12,500,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,63,"12,030,007",Lunas,1
PTN-6330,Male,58,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"8,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,6,1,0.5,50,6,"6,000","12,000","12,500,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,65,"6,173,054",Outstanding,1
PTN-6329,Male,50,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,5,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"6,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,4,1,0.5,50,6,"6,000","12,000","12,500,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,63,"6,173,054",Lunas,1
PTN-6328,Male,58,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"8,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,200,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,10,2,1,50,6,"6,000","24,000","12,500,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,69,"12,030,007",Outstanding,1
PTN-6421,Male,55,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,4,2,1,50,6,"6,000","24,000","1,500,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,74,"12,030,007",Lunas,1
PTN-6326,Male,33,13,Milik keluarga,Penggarap dengan lahan sewa dan bukan skema gadai,2,Belum Menikah,"Ada, Wiraswasta",,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,200,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,5,2,1,50,6,"3,000","12,000","12,500,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,69,"6,173,054",Lunas,1
PTN-6325,Male,58,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"5,500,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,3,1,0.5,50,6,"3,000","6,000","12,500,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,62,"6,173,054",Lunas,1
PTN-6324,Female,49,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Ada,Lancar atau Lunas,"6,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,200,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,8,2,1,50,6,"6,000","24,000","12,500,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,62,"12,030,007",Outstanding,1
PTN-6419,Female,51,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,"Ada, Paruh Waktu",Lainnya,Tidak Ada,,"6,800,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,2,1,0.5,50,6,"6,000","12,000","10,500,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,64,"6,173,054",Lunas,1
PTN-6363,Female,57,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,"Ada, Wiraswasta",,Tidak Ada,,"7,000,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,2,1,0.5,50,6,"6,000","12,000","12,500,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,65,"6,173,054",Lunas,1
PTN-6323,Male,54,22,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,4,Menikah,"Ada, Paruh Waktu",Lainnya,Ada,Lancar atau Lunas,"6,000,000",Memiliki asuransi BPJS atau KIS,Tidak memiliki tabungan,Irigasi Teknis,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,2,1,0.5,50,6,"6,000","12,000","12,500,000",Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,57,"6,173,054",Outstanding,1
PTN-6492,Female,52,27,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"13,050,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,300,Masih Persiapan,Musim peralihan,2,Bersertifikat - Label Putih/Kuning,Padi Unggul/Inbrida,Inpari 32,6,2,1,50,5,"2,250","9,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,75,"12,075,399",Lunas,1
PTN-6493,Male,51,15,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,3,Menikah,Tidak Ada,Lainnya,Tidak Ada,,"3,500,000",Memiliki asuransi BPJS atau KIS,Memiliki rekening tabungan di bank atau lembaga keuangan,Tadah hujan,100,Masih Persiapan,Musim penghujan awal,2,Bersertifikat - Label Ungu,Padi Unggul/Inbrida,Inpari 32,10,0.5,0.5,100,6,"6,000","6,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,66,"5,507,680",Lunas,1
PTN-6318,Male,48,16,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,1,Menikah,Tidak Ada,,Tidak Ada,,"8,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,150,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,6,1,1,100,5,"6,000","12,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,71,"13,429,320",Lunas,1
PTN-6314,Female,57,24,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"8,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,6,1,1,100,5,"6,000","12,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,71,"13,429,320",Lunas,1
PTN-6313,Male,56,21,Milik sendiri,Penggarap dengan lahan sewa dan bukan skema gadai,2,Menikah,Tidak Ada,,Tidak Ada,,"8,500,000",Memiliki asuransi BPJS atau KIS,"Arisan, menabung di rumah",Irigasi Teknis,100,Masih Persiapan,Musim kemarau,2,Bersertifikat - Label Biru,Padi Unggul/Inbrida,Inpari 32,6,1,1,100,5,"6,000","12,000","10,000,000",Tidak Ada,Tidak di rotasi tetapi hanya tanam 2 siklus,Belum pernah,71,"13,429,320",Lunas,1
